symbol
BTCUSD
ETHUSD
SOLUSD
AVAXUSD
BCHUSD
XRPUSD
BNBUSD
LTCUSD
SHIBUSD
DOTUSD
ADAUSD
DOGEUSD
LINKUSD
ATOMUSD
ALGOUSD
UNIUSD
NEARUSD
INJUSD
WIFUSD
BONKUSD
WLDUSD
SUIUSD
SEIUSD
TIAUSD
ARBUSD
PEPEUSD
FLOKIUSD
MEMEUSD
ORDIUSD
HBARUSD
JTOUSD
AAVEUSD
ONDOUSD
PENDLEUSD
ENAUSD
TRBUSD
ETCUSD
LDOUSD
FILUSD
OPUSD
TRXUSD
ALTUSD
STXUSD
APTUSD
XAIUSD
RUNEUSD
ARUSD
MKRUSD
SUSHIUSD
DYDXUSD
PEOPLEUSD
ETHFIUSD
NOTUSD
BBUSD
ZROUSD
IOUSD
ZKUSD
LISTAUSD
TAOUSD
OMNIUSD
BLURUSD
GALAUSD
MANTAUSD
EIGENUSD
POLUSD
NEIROUSD
SAGAUSD
PNUTUSD
ACTUSD
POPCATUSD
MANAUSD
SANDUSD
XLMUSD
KSMUSD
GOATUSD
RSRUSD
EOSUSD
IOTAUSD
OMUSD
SUNUSD
MOODENGUSD
DOGSUSD
JASMYUSD
1MBABYDOGEUSD
1000SATSUSD
FARTCOINUSD
VIRTUALUSD
USUALUSD
AI16ZUSD
AIXBTUSD
PENGUUSD
MOVEUSD
BIOUSD
SONICUSD
HIVEUSD
SPXUSD
TRUMPUSD
MELANIAUSD
SWARMSUSD
JUPUSD
GRIFFAINUSD
SUSD
COOKIEUSD
VANAUSD
SOLVUSD
AVAAIUSD
ARCUSD
VINEUSD
VVVUSD
BERAUSD
IPUSD
CAKEUSD
BAKEUSD
TSTUSD
GLMUSD
PIUSD
KAITOUSD
AUCTIONUSD
REDUSD
RAREUSD
LAYERUSD
BMTUSD
MUBARAKUSD
API3USD
1000XUSD
INITUSD
DEEPUSD
MEMEFIUSD
SIGNUSD
WCTUSD

